id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address
ZefrdjrsNeqAcjzz1jcvJQ,gloucester-square-inn-toronto,Gloucester Square Inn,,False,https://www.yelp.com/biz/gloucester-square-inn-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,1,hotels,5.0,[],,+14169660013,+1 416-966-0013,1590.6750229800555,43.66761,-79.37923,512 Jarvis Street,,,Toronto,M4Y 2H6,CA,ON,"['512 Jarvis Street', 'Toronto, ON M4Y 2H6', 'Canada']"
1VMccrsa7R7nzDR37HksKA,toronto-don-valley-hotel-and-suites-toronto,Toronto Don Valley Hotel and Suites,https://s3-media2.fl.yelpcdn.com/bphoto/23v1RgF-euuaVDCkLcYqbQ/o.jpg,False,https://www.yelp.com/biz/toronto-don-valley-hotel-and-suites-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,63,hotels,2.0,[],2.0,+14164494111,+1 416-449-4111,7917.94200743921,43.72498,-79.32752,175 Wynford Drive,,,Toronto,M3C 1J3,CA,ON,"['175 Wynford Drive', 'Toronto, ON M3C 1J3', 'Canada']"
miO2-AqicQrgfmNdfGCOjA,bisha-hotel-toronto,Bisha Hotel,https://s3-media1.fl.yelpcdn.com/bphoto/fnGWXlMfKlN7ruJlCO-ZMw/o.jpg,False,https://www.yelp.com/biz/bisha-hotel-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,33,lounges,3.5,[],3.0,+18442751726,+1 844-275-1726,3241.5738434044833,43.6453136153984,-79.3923016189658,80 Blue Jays Way,,,Toronto,M5V 2G3,CA,ON,"['80 Blue Jays Way', 'Toronto, ON M5V 2G3', 'Canada']"
o8MxZKmLhdrRk8EoRX8Sog,park-hyatt-toronto-2,Park Hyatt,https://s3-media4.fl.yelpcdn.com/bphoto/JIHdIMTLrWL8fHGNmdbe2g/o.jpg,False,https://www.yelp.com/biz/park-hyatt-toronto-2?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,87,hotels,4.0,[],3.0,+14169251234,+1 416-925-1234,575.6071191555811,43.6692689,-79.3950356,4 Avenue Road,,,Toronto,M5R 2E8,CA,ON,"['4 Avenue Road', 'Toronto, ON M5R 2E8', 'Canada']"
JALVUxCfmv33jPhO7fLNHQ,old-mill-toronto-etobicoke,Old Mill Toronto,https://s3-media1.fl.yelpcdn.com/bphoto/GJMJJIHAXeQD7bbugEiulw/o.jpg,False,https://www.yelp.com/biz/old-mill-toronto-etobicoke?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,167,hotels,3.0,[],3.0,+14162362641,+1 416-236-2641,8174.464411362837,43.6510934,-79.4932539,21 Old Mill Road,,,Etobicoke,M8X 1G5,CA,ON,"['21 Old Mill Road', 'Etobicoke, ON M8X 1G5', 'Canada']"
i6hWP3si97eKQl_JyK8L3w,hilton-toronto-toronto,Hilton Toronto,https://s3-media4.fl.yelpcdn.com/bphoto/kIV0EjPGOFYZsxqPot83UQ/o.jpg,False,https://www.yelp.com/biz/hilton-toronto-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,174,hotels,3.5,[],3.0,+14168693456,+1 416-869-3456,2863.0675447576755,43.64985232228859,-79.38557624816895,145 Richmond Street West,,,Toronto,M5H 2L2,CA,ON,"['145 Richmond Street West', 'Toronto, ON M5H 2L2', 'Canada']"
8RXyAJuht2dQ1bzGqA8nUw,travelodge-toronto-east-scarborough,Travelodge Toronto East,https://s3-media3.fl.yelpcdn.com/bphoto/WJ0bEmn5vrsfBgpuz6yXGw/o.jpg,False,https://www.yelp.com/biz/travelodge-toronto-east-scarborough?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,12,hotels,2.0,[],1.0,+14162999500,+1 416-299-9500,18085.584324511685,43.7879,-79.23561,20 Milner Business Crt,,,Scarborough,M1B 3M6,CA,ON,"['20 Milner Business Crt', 'Scarborough, ON M1B 3M6', 'Canada']"
yEjXcqvwgHThd3Qdp3G4rg,jun-jun-hotel-toronto,Jun Jun Hotel,https://s3-media4.fl.yelpcdn.com/bphoto/VTziMH2fOdFf8lOQ0OfgjQ/o.jpg,False,https://www.yelp.com/biz/jun-jun-hotel-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,11,hotels,2.0,[],1.0,+16473499220,+1 647-349-9220,2011.8414614055305,43.65733,-79.4049,374 College St,,,Toronto,M4W 1A7,CA,ON,"['374 College St', 'Toronto, ON M4W 1A7', 'Canada']"
2tuyNTCkBBn6182GixQTng,radisson-blu-toronto-downtown-toronto,Radisson Blu Toronto Downtown,https://s3-media4.fl.yelpcdn.com/bphoto/knbrWom2S_sg9Mp5fZwhWg/o.jpg,False,https://www.yelp.com/biz/radisson-blu-toronto-downtown-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,48,hotels,3.5,[],2.0,+14378869667,+1 437-886-9667,4039.2538631136376,43.6386255355039,-79.3872249365235,249 Queen's Quay West,,,Toronto,M5J 2N5,CA,ON,"[""249 Queen's Quay West"", 'Toronto, ON M5J 2N5', 'Canada']"
lB3luPvPfKcEDdA6mPxXgw,howard-johnson-by-wyndham-toronto-downtown-west-toronto,Howard Johnson by Wyndham Toronto Downtown West,https://s3-media1.fl.yelpcdn.com/bphoto/9h_OeqIVUiGUujGDTZvv9w/o.jpg,False,https://www.yelp.com/biz/howard-johnson-by-wyndham-toronto-downtown-west-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,11,hotels,2.0,[],2.0,+18775583435,+1 877-558-3435,5592.2246774826335,43.6391,-79.44649,14 Roncesvalles Road,,,Toronto,M6R 2K3,CA,ON,"['14 Roncesvalles Road', 'Toronto, ON M6R 2K3', 'Canada']"
BtGEeBdRMmc_jS8TEx3-6Q,best-western-plus-toronto-north-york-hotel-and-suites-toronto,Best Western Plus Toronto North York Hotel & Suites,https://s3-media2.fl.yelpcdn.com/bphoto/ik-IVbp4E2T6Wi1FOLCCyQ/o.jpg,False,https://www.yelp.com/biz/best-western-plus-toronto-north-york-hotel-and-suites-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,21,hotels,2.0,[],2.0,+14166639500,+1 416-663-9500,14030.152874184263,43.7568870774444,-79.528779486518,50 Norfinch Dr,,,Toronto,M3N 1X1,CA,ON,"['50 Norfinch Dr', 'Toronto, ON M3N 1X1', 'Canada']"
0UEQvzlePYUnpe_a40-RtQ,alexandra-hotel-toronto,Alexandra Hotel,https://s3-media2.fl.yelpcdn.com/bphoto/CpbfHp7efLHARwtcS42x3A/o.jpg,False,https://www.yelp.com/biz/alexandra-hotel-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,14,hotels,3.5,[],1.0,+14165042121,+1 416-504-2121,2735.074241890818,43.65008,-79.40257,77 Ryerson Avenue,,,Toronto,M5T 2V4,CA,ON,"['77 Ryerson Avenue', 'Toronto, ON M5T 2V4', 'Canada']"
94npOJIAKAL596A3KVJP2g,stay-inn-etobicoke-2,Stay Inn,https://s3-media2.fl.yelpcdn.com/bphoto/O8adlDin7HPyNaTkpEyZ8Q/o.jpg,False,https://www.yelp.com/biz/stay-inn-etobicoke-2?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,9,hotels,4.0,[],2.0,+14162597899,+1 416-259-7899,13733.334228969605,43.61242,-79.54454,560 Evans Avenue,,,Etobicoke,M8W 2W1,CA,ON,"['560 Evans Avenue', 'Etobicoke, ON M8W 2W1', 'Canada']"
7dtBkBWvFOlx8IqLVz2JWA,the-westin-prince-toronto-toronto,"The Westin Prince, Toronto",https://s3-media4.fl.yelpcdn.com/bphoto/QrtRwd_ZKovZyBCG15KeEA/o.jpg,False,https://www.yelp.com/biz/the-westin-prince-toronto-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,84,venues,3.0,[],3.0,+14164442511,+1 416-444-2511,9885.643600308002,43.7556832,-79.3481846,900 York Mills Road,North York,,Toronto,M3B 3H2,CA,ON,"['900 York Mills Road', 'North York', 'Toronto, ON M3B 3H2', 'Canada']"
WGpgb6L3knlJctBOABYHQA,madison-manor-boutique-hotel-toronto,Madison Manor Boutique Hotel,https://s3-media1.fl.yelpcdn.com/bphoto/Q3gaziyag5OGaf7V8EnA9Q/o.jpg,False,https://www.yelp.com/biz/madison-manor-boutique-hotel-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,11,hotels,2.5,[],2.0,+14169225579,+1 416-922-5579,877.751737799621,43.6681,-79.4034099,20 Madison Avenue,,,Toronto,M5R 2S1,CA,ON,"['20 Madison Avenue', 'Toronto, ON M5R 2S1', 'Canada']"
naIpNYbkw1RwzUjwIl7v5g,the-anndore-house-toronto,The Anndore House,https://s3-media2.fl.yelpcdn.com/bphoto/mS3yMMZOEgfeEs0HxGelLg/o.jpg,False,https://www.yelp.com/biz/the-anndore-house-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,33,hotels,4.0,[],,+18337458370,+1 833-745-8370,1128.6139829171086,43.66858,-79.38537,15 Charles Street E,,,Toronto,M4Y 1S1,CA,ON,"['15 Charles Street E', 'Toronto, ON M4Y 1S1', 'Canada']"
rNpq7G1-SAfRa8FxlFyveA,king-blue-hotel-toronto,King Blue Hotel,https://s3-media4.fl.yelpcdn.com/bphoto/W0724TGcRGAyxZOelHZBpg/o.jpg,False,https://www.yelp.com/biz/king-blue-hotel-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,2,venues,4.5,[],,+14169153770,+1 416-915-3770,3176.0244424960533,43.645927880177226,-79.392057,355 King Street W,,,Toronto,M5V 1J5,CA,ON,"['355 King Street W', 'Toronto, ON M5V 1J5', 'Canada']"
JmVHS1JtH7MfyAmDOqGmCQ,toronto-marriott-city-centre-hotel-toronto,Toronto Marriott City Centre Hotel,https://s3-media2.fl.yelpcdn.com/bphoto/PiQDkS_0nKXQ2XMqq85-Fw/o.jpg,False,https://www.yelp.com/biz/toronto-marriott-city-centre-hotel-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,108,hotels,3.5,[],3.0,+14163417100,+1 416-341-7100,3645.8231074181704,43.6419256939837,-79.3894922733306,One Blue Jays Way,,,Toronto,M5V 1J4,CA,ON,"['One Blue Jays Way', 'Toronto, ON M5V 1J4', 'Canada']"
hOAI5ECHfNet0GY8dfra1w,thewestlake-hotel-etobicoke,TheWestLake Hotel,https://s3-media3.fl.yelpcdn.com/bphoto/unPHAjIJBTB3vWoZKh_aHg/o.jpg,False,https://www.yelp.com/biz/thewestlake-hotel-etobicoke?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,9,hotels,3.0,[],,+16475882847,+1 647-588-2847,11724.283870673607,43.601327,-79.502006,2847 Lake Shore Boulevard W,,,Etobicoke,M8V 1H8,CA,ON,"['2847 Lake Shore Boulevard W', 'Etobicoke, ON M8V 1H8', 'Canada']"
9lWKNrn5z3ozjMC5uPlwiA,econo-lodge-inn-and-suites-downtown-toronto,Econo Lodge Inn & Suites Downtown,https://s3-media2.fl.yelpcdn.com/bphoto/XhDjgWYWpuwq5BZv3lGM-w/o.jpg,False,https://www.yelp.com/biz/econo-lodge-inn-and-suites-downtown-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,11,hotels,2.5,[],1.0,+14169624686,+1 416-962-4686,2314.5210279761295,43.66035,-79.37549,335 Jarvis Street,,,Toronto,M5B 2C2,CA,ON,"['335 Jarvis Street', 'Toronto, ON M5B 2C2', 'Canada']"
gXjcL8ZDCpFG1J8pxaxdFA,novotel-north-york-2,Novotel,https://s3-media4.fl.yelpcdn.com/bphoto/2HMLbSwvzvcnBPFXmhTzFg/o.jpg,False,https://www.yelp.com/biz/novotel-north-york-2?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,34,hotels,3.0,[],2.0,+14167332929,+1 416-733-2929,10594.234888700212,43.7687,-79.4143,3 Park Home Avenue,,,North York,M2N 6L3,CA,ON,"['3 Park Home Avenue', 'North York, ON M2N 6L3', 'Canada']"
Xhz55K2W1sBFa1MRiDuWfQ,hotel-89-toronto,Hotel 89,https://s3-media1.fl.yelpcdn.com/bphoto/SLhLMX9Rzd-eaLjgjKX07Q/o.jpg,False,https://www.yelp.com/biz/hotel-89-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,5,hotels,1.0,[],,+14169641220,+1 416-964-1220,247.15353143013724,43.67235,-79.39523,89 Avenue Road,,,Toronto,M5R 2G3,CA,ON,"['89 Avenue Road', 'Toronto, ON M5R 2G3', 'Canada']"
J0f1QBIhXn9ahLuCs0ssdQ,best-western-plus-travel-hotel-toronto-airport-toronto,Best Western Plus Travel Hotel Toronto Airport,https://s3-media4.fl.yelpcdn.com/bphoto/1exo2__1xGx2gqVF5cr4FA/o.jpg,False,https://www.yelp.com/biz/best-western-plus-travel-hotel-toronto-airport-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,11,hotels,3.5,[],2.0,+14166201234,+1 416-620-1234,16568.475353614813,43.65297736766123,-79.60067964768544,5503 Eglinton Avenue W,,,Toronto,M9C 5K5,CA,ON,"['5503 Eglinton Avenue W', 'Toronto, ON M9C 5K5', 'Canada']"
V9THpMJoHCgwuJY1Elj_zw,liberty-suites-thornhill-2,Liberty Suites,https://s3-media4.fl.yelpcdn.com/bphoto/TAQeZiuKlSibSM4DYNGlmg/o.jpg,False,https://www.yelp.com/biz/liberty-suites-thornhill-2?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,32,hotels,3.5,[],2.0,+19056049400,+1 905-604-9400,14497.16695923129,43.803492,-79.4209027,7191 Yonge Street,Suite 1201,,Thornhill,L3T 0C4,CA,ON,"['7191 Yonge Street', 'Suite 1201', 'Thornhill, ON L3T 0C4', 'Canada']"
5JNgIiiVVXClwS6ut_Z9rg,howard-johnson-hotel-downtown-toronto-yorkville-toronto,Howard Johnson Hotel Downtown Toronto - Yorkville,https://s3-media3.fl.yelpcdn.com/bphoto/x35hGQbiVWwHl9UtSgSirQ/o.jpg,False,https://www.yelp.com/biz/howard-johnson-hotel-downtown-toronto-yorkville-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,17,hotels,2.5,[],2.0,+18775583435,+1 877-558-3435,247.15353143013724,43.67235,-79.39523,89 Avenue Road,,,Toronto,M5R 2G3,CA,ON,"['89 Avenue Road', 'Toronto, ON M5R 2G3', 'Canada']"
jNPXarCodVqCdveyGkkOxw,comfort-inn-toronto-north-toronto-3,Comfort Inn Toronto North,https://s3-media2.fl.yelpcdn.com/bphoto/G5ZjxfkfnmeeTMUkltVZfw/o.jpg,False,https://www.yelp.com/biz/comfort-inn-toronto-north-toronto-3?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,10,venues,2.5,[],3.0,+14167364700,+1 416-736-4700,14102.31714377353,43.757426,-79.529322,66 Norfinch Drive,,North York,Toronto,M3N 1X1,CA,ON,"['66 Norfinch Drive', 'North York', 'Toronto, ON M3N 1X1', 'Canada']"
o1zMpJtk_Qc6jqsAbJZYDg,templar-hotel-toronto,Templar Hotel,https://s3-media3.fl.yelpcdn.com/bphoto/1CUBKYw1bAU2p5rRV3Y7Cg/o.jpg,False,https://www.yelp.com/biz/templar-hotel-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,19,hotels,3.5,[],2.0,+14164790847,+1 416-479-0847,3016.8983402607173,43.647278563322,-79.3931779637933,348 Adelaide Street W,,,Toronto,M5V 1R7,CA,ON,"['348 Adelaide Street W', 'Toronto, ON M5V 1R7', 'Canada']"
xLifcMUnjA8cVB8ANb_1GA,hyatt-regency-toronto-toronto-2,Hyatt Regency Toronto,https://s3-media2.fl.yelpcdn.com/bphoto/i28FjaJfKuAIYUjMiLqjoQ/o.jpg,False,https://www.yelp.com/biz/hyatt-regency-toronto-toronto-2?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,133,bedbreakfast,3.5,[],3.0,+14163431234,+1 416-343-1234,3116.141128059835,43.64648,-79.39171,370 King Street W,,,Toronto,M5V 1J9,CA,ON,"['370 King Street W', 'Toronto, ON M5V 1J9', 'Canada']"
6OSaK0K6c4YFMtb8DtfY9g,the-strathcona-hotel-toronto,The Strathcona Hotel,https://s3-media1.fl.yelpcdn.com/bphoto/WVkEmW4yKZXo0YVsyMwfIg/o.jpg,False,https://www.yelp.com/biz/the-strathcona-hotel-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,83,hotels,2.5,[],2.0,+14163633321,+1 416-363-3321,3300.722730136161,43.64624,-79.38311,60 York St,,,Toronto,M5J 1S8,CA,ON,"['60 York St', 'Toronto, ON M5J 1S8', 'Canada']"
2heBhIcujAut6YSnDoKm8A,parkview-arms-hotel-toronto,Parkview Arms Hotel,https://s3-media1.fl.yelpcdn.com/bphoto/pvLOC4b1wvfVcwgltn3Zig/o.jpg,False,https://www.yelp.com/biz/parkview-arms-hotel-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,2,hotels,3.0,[],2.0,+14165046869,+1 416-504-6869,3498.53446639048,43.64509,-79.41329,935 Queen Street W,,,Toronto,M6J 1G7,CA,ON,"['935 Queen Street W', 'Toronto, ON M6J 1G7', 'Canada']"
w7jscHvmx4RDCQFP-5EtPw,the-darling-mansion-toronto-3,The Darling Mansion,https://s3-media2.fl.yelpcdn.com/bphoto/ZXoYiUxAVEFE0SsSataxJQ/o.jpg,False,https://www.yelp.com/biz/the-darling-mansion-toronto-3?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,4,hotels,4.0,[],,+14168220891,+1 416-822-0891,3675.8686081860733,43.64785,-79.4243317,224 Dovercourt Road,,,Toronto,M6J 3E1,CA,ON,"['224 Dovercourt Road', 'Toronto, ON M6J 3E1', 'Canada']"
ed2dbeBW4SvjCbW617x0wQ,holiday-inn-express-toronto-north-york-north-york-2,Holiday Inn Express Toronto-North York,https://s3-media4.fl.yelpcdn.com/bphoto/3dn80nvco3o05yPfJIgeeg/o.jpg,False,https://www.yelp.com/biz/holiday-inn-express-toronto-north-york-north-york-2?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,13,hotels,3.5,[],2.0,+14166653500,+1 416-665-3500,13892.49810168971,43.75624,-79.52719,30 Norfinch Drive,,,North York,M3N 1X1,CA,ON,"['30 Norfinch Drive', 'North York, ON M3N 1X1', 'Canada']"
a5MPO6tqRSynOgbNKsThsg,waterside-inn-mississauga,Waterside Inn,https://s3-media3.fl.yelpcdn.com/bphoto/QbtQWyjPfwUZwBdO2dmm3Q/o.jpg,False,https://www.yelp.com/biz/waterside-inn-mississauga?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,16,hotels,3.0,[],2.0,+19058917770,+1 905-891-7770,20333.783157134094,43.5516099,-79.58417,15 Stavebank Road S,,,Mississauga,L5G 2T2,CA,ON,"['15 Stavebank Road S', 'Mississauga, ON L5G 2T2', 'Canada']"
YWs-ZFQier0rFv1qacvKiQ,delta-hotels-by-marriott-toronto-airport-and-conference-centre-toronto-2,Delta Hotels by Marriott Toronto Airport & Conference Centre,https://s3-media3.fl.yelpcdn.com/bphoto/0DwQzY4oHvisO0iPgRuFgQ/o.jpg,False,https://www.yelp.com/biz/delta-hotels-by-marriott-toronto-airport-and-conference-centre-toronto-2?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,14,hotels,3.5,[],2.0,+14162441711,+1 416-244-1711,14653.743518279489,43.68901221101023,-79.57790514529657,655 Dixon Road,,,Toronto,M9W 1J3,CA,ON,"['655 Dixon Road', 'Toronto, ON M9W 1J3', 'Canada']"
UNHE8h7G-mwfLHCs7A4Xsw,best-western-plus-executive-inn-toronto-2,Best Western Plus Executive Inn,https://s3-media3.fl.yelpcdn.com/bphoto/qtM1bsQd4EbfM-T9OS7SEA/o.jpg,False,https://www.yelp.com/biz/best-western-plus-executive-inn-toronto-2?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,13,hotels,2.5,[],2.0,+14164300444,+1 416-430-0444,17655.861487201462,43.7836211485361,-79.2374837609203,38 Estate Drive,,,Toronto,M1H 2Z1,CA,ON,"['38 Estate Drive', 'Toronto, ON M1H 2Z1', 'Canada']"
mGNbnCvQOwn8jGF_ITGkpQ,toronto-marriott-bloor-yorkville-hotel-toronto,Toronto Marriott Bloor Yorkville Hotel,https://s3-media2.fl.yelpcdn.com/bphoto/ksKd-0CHEokTZDw6WIX-Kg/o.jpg,False,https://www.yelp.com/biz/toronto-marriott-bloor-yorkville-hotel-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,44,hotels,3.5,[],3.0,+14169618000,+1 416-961-8000,1037.7754872292246,43.670826,-79.384834,90 Bloor Street E,,,Toronto,M4W 1A7,CA,ON,"['90 Bloor Street E', 'Toronto, ON M4W 1A7', 'Canada']"
7Xku8fGF5pj2yaFRAxWdmg,hotel-ocho-toronto,Hotel Ocho,https://s3-media3.fl.yelpcdn.com/bphoto/I3BcyXtAfZ0KF--v38n7yg/o.jpg,False,https://www.yelp.com/biz/hotel-ocho-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,89,hotels,4.0,[],2.0,+14165930885,+1 416-593-0885,2715.374476932129,43.6498639669084,-79.396390914917,195 Spadina Avenue,,,Toronto,M5T 2C5,CA,ON,"['195 Spadina Avenue', 'Toronto, ON M5T 2C5', 'Canada']"
UiAcw5clXtPReXfI11jTcw,comfort-hotel-downtown-toronto,Comfort Hotel Downtown,https://s3-media4.fl.yelpcdn.com/bphoto/vMLuGuntfEdmw8sTsIJY6A/o.jpg,False,https://www.yelp.com/biz/comfort-hotel-downtown-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,23,hotels,2.5,[],2.0,+14169241222,+1 416-924-1222,1128.6139829171086,43.66858,-79.38537,15 Charles Street E,,,Toronto,M4Y 1R9,CA,ON,"['15 Charles Street E', 'Toronto, ON M4Y 1R9', 'Canada']"
RioP67x5dt_DMPCqM3CS0g,doubletree-by-hilton-toronto-airport-toronto,DoubleTree by Hilton Toronto Airport,https://s3-media1.fl.yelpcdn.com/bphoto/0vh1fe6dWvEHwiWJdkM3OQ/o.jpg,False,https://www.yelp.com/biz/doubletree-by-hilton-toronto-airport-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,10,hotels,3.5,[],3.0,+14166742222,+1 416-674-2222,16098.155284294984,43.68613569873045,-79.5963321626187,925 Dixon Road,,,Toronto,M9W 1J8,CA,ON,"['925 Dixon Road', 'Toronto, ON M9W 1J8', 'Canada']"
